NL;FOL;LLM_FOL;BLEU;LE
A bicycle is a mountain bike if it has thick tires and is not designed for road use.;∀x (Bicycle(x) ∧ ThickTires(x) ∧ ¬DesignedForRoadUse(x) → MountainBike(x));∀x (Bicycle(x) ∧ ThickTires(x) ∧ ¬DesignedForRoadUse(x) → MountainBike(x));1.0;1.0
A red apple is sweet and a green apple is sour, while a yellow apple is a balance between sweet and sour.;∀x ∀y ∀z (RedApple(x) ∧ GreenApple(y) ∧ YellowApple(z) → ((IsSweet(x) ∧ IsSour(y)) ∧ (IsSweet(z) ⊕ IsSour(z))));∀x (Red(x) ∧ Apple(x) → Sweet(x)) ∧ ∀y (Green(y) ∧ Apple(y) → Sour(y)) ∧ ∀z (Yellow(z) ∧ Apple(z) → (Sweet(z) ∧ Sour(z)));0.31644895582906346;0.7060546875
Some animals are herbivores and eat only plants, while others are carnivores and eat only other animals.;∃x (Animal(x) ∧ Herbivore(x) ∧ EatsOnlyPlants(x)) ∧ ∃y (Animal(y) ∧ Carnivore(y) ∧ EatsOnlyAnimals(y));"∃x (Animal(x) ∧ Herbivore(x) ∧ ∀y (Eats(x, y) → Plant(y)))
∃x (Animal(x) ∧ Carnivore(x) ∧ ∀y (Eats(x, y) → Animal(y)))";0.3898253558241878;0.0
A refrigerator preserves perishables but not electronics.;∀x ∀y (Refrigerator(x) ∧ Perishable(y) → Preserves(x, y)) ∧ ¬(Refrigerator(x) ∧ Electronics(y) → Preserves(x, y));∀x (Preserves(x, Perishable) ∧ ¬Preserves(x, Electronics));0.10429792062182787;0.8125
A battery stores electrical energy and provides power to devices.;∀x∀y (Battery(x) ∧ Device(y) → (StoresElectricalEnergy(x) ∧ ProvidesPower(x, y)));∀x (Battery(x) → (StoresElectricalEnergy(x) ∧ ProvidesPowerToDevices(x)));0.4103712738413322;0.8125
A vehicle is considered a motorcycle if it has two wheels and an engine.;∀x (Vehicle(x) ∧ TwoWheels(x) ∧ HasEngine(x) → Motorcycle(x));∀x (Vehicle(x) ∧ TwoWheels(x) ∧ Engine(x) → Motorcycle(x));0.8787419089273848;1.0
A city has buildings, a park has trees, and a beach has sand.;∀x∀y∀z (City(x) ∧ Park(y) ∧ Beach(z) → (HasBuildings(x) ∧ HasTrees(y) ∧ HasSand(z)));"∀x (City(x) → ∃y (Building(y) ∧ LocatedIn(x, y))),
∀x (Park(x) → ∃y (Tree(y) ∧ LocatedIn(x, y))),
∃x (Beach(x) → ∃y (Sand(y) ∧ LocatedIn(x, y))).";0.1641978113541177;0.0
An oven is used for baking and cooking food.;∀x (Oven(x) → (UsedForBaking(x) ∧ UsedForCooking(x)));∀x (Oven(x) → Baking(x) ∧ Cooking(x));0.5971070986250356;0.75
A beverage that is made from fermented grains, has a specific alcohol content, and is popular in a particular region is typically a beer or an ale.;∀x∀y∀z (Beverage(x) ∧ MadeFromFermentedGrains(x) ∧ SpecificAlcoholContent(y) ∧ Has(x, y) ∧ PopularInRegion(x, z) ∧ ParticularRegion(z) → (Beer(x) ∨ Ale(x)));∀x (Beverage(x) ∧ MadeFromFermentedGrains(x) ∧ HasSpecificAlcoholContent(x) ∧ PopularInRegion(x, y) → (Beer(x) ∨ Ale(x)));0.5375774655927481;0.98046875
Sun rises in the east, sets in the west, and shines during the day.;∀x (Sun(x) → (RisesInEast(x) ∧ SetsInWest(x) ∧ ShinesDuringDay(x)));∀x (sun_rises(x) ∧ sun_sets(x) ∧ shines_during_day(x)) ∧ east_direction(east) ∧ west_direction(west) ∧ day_time(day) → sun_rises_in_east ∧ sun_sets_in_west ∧ sun_shines_during_day;0.22478613858269392;0.0
Wolves howl, while birds chirp.;∀x∀y (Wolf(x) ∧ Bird(y) → (Howls(x) ∧ Chirps(y)));∀x (Wolf(x) → Howl(x)) ∧ ∀y (Bird(y) → Chirp(y));0.4758733096412523;0.75
A person is a volunteer if they offer their time and skills for a cause without expecting compensation.;∀x (Volunteer(x) ↔ (Person(x) ∧ OffersTimeAndSkills(x) ∧ ForCause(x) ∧ ¬ExpectsCompensation(x)));∀x (Person(x) ∧ OfferTimeAndSkills(x, y) ∧ Cause(y) ∧ ¬ExpectCompensation(x, y) → Volunteer(x));0.3642077792766302;0.53125
A vehicle is considered a bicycle if it has two wheels, is powered by human effort, and is ridden by a rider who sits on a seat and pedals.;∀x (Vehicle(x) ∧ TwoWheels(x) ∧ PoweredByHumanEffort(x) ∧ RiderSitsOnSeatAndPedals(x) → Bicycle(x));∀x (Vehicle(x) ∧ TwoWheels(x) ∧ PoweredByHumanEffort(x) ∧ Seat(x) ∧ Pedals(x) → Bicycle(x));0.7590598306198806;0.984375
A versatile musician plays different instruments, such as piano or guitar, and performs in various styles, like jazz or rock.;∀x (Musician(x) ∧ Versatile(x) ∧ (PlaysPiano(x) ∨ PlaysGuitar(x)) ∧ (PerformsInJazz(x) ∨ PerformsInRock(x)));∀x (Versatile_musician(x) → (∃y (Plays(x, y) ∧ y ∈ {piano, guitar}) ∧ ∃z (Performs_in(x, z) ∧ z ∈ {jazz, rock})));0.0;0.0
A polygon with four sides is called a quadrilateral.;∀x (FourSides(x) → Quadrilateral(x));∀x (Polygon(x) ∧ Number_of_sides(x) = 4 → Quadrilateral(x));0.3595818888322724;0.0
A waterfall is a natural feature where water flows over a vertical drop or a series of steep drops, often found in mountainous areas or along rivers.;∀x (Waterfall(x) → NaturalFeature(x) ∧ WaterFlowsOverVerticalDrop(x) ∧ (FoundInMountainousAreas(x) ∨ FoundAlongRivers(x)));∀x (Waterfall(x) → (Exists(y, VerticalDrop(y)) ∧ (Exists(z, MountainousArea(z) ∨ River(z)) ∧ FlowOver(x, y) ∧ LocatedIn(x, z))));0.22135852311352847;0.0
A student is an honor student if they have good grades and participate in extracurricular activities.;∀x (Student(x) ∧ GoodGrades(x) ∧ ParticipatesInExtracurricularActivities(x) → HonorStudent(x));∀x (Student(x) → (GoodGrades(x) ∧ ExtracurricularActivities(x) → HonorStudent(x)));0.6880430849756438;1.0
A game played on a rectangular surface, involves two teams, and has the objective of scoring points by putting a ball into the opposing team's goal is classified as soccer.;∀x (Game(x) ∧ PlayedOnRectangularSurface(x) ∧ InvolvesTwoTeams(x) ∧ ObjectiveIsScoringPoints(x) ∧ PuttingBallInOpposingTeamsGoal(x) → Soccer(x));∀x (Game(x) ∧ RectangularSurface(x) ∧ TwoTeams(x) ∧ ScorePoints(x, Ball, OpposingTeamGoal) → Soccer(x));0.5389321018225744;0.984375
A thunderstorm occurs when warm air rises, creating instability in the atmosphere.;∀x (Thunderstorm(x) → (WarmAirRises(x) ∧ AtmosphericInstability(x)));∀x (thunderstorm(x) → (∃y (warm_air(y) ∧ rising(y) ∧ instability(atmosphere(x, y))))).;0.2971085373234417;0.0
A fruit ripens when it receives ethylene gas, has reached its maturity, and is not exposed to cold temperatures.;∀x (Fruit(x) ∧ ReceivesEthyleneGas(x) ∧ ReachedMaturity(x) ∧ ¬ExposedToColdTemperatures(x) → Ripens(x));ripens(X) ∧ receives_ethylene_gas(X) ∧ reaches_maturity(X) ∧ not_exposed_to_cold_temperatures(X) → fruit(X);0.0;0.9375
A language x is considered a dead language if x is no longer spoken as a native language or used in daily communication.;∀x (Language(x) ∧ ¬(NativeLanguage(x) ∨ UsedInDailyCommunication(x)) → DeadLanguage(x));∀x (Language(x) → (¬SpokenAsNativeLanguage(x) ∨ ¬UsedInDailyCommunication(x)) → DeadLanguage(x));0.6888663231726396;0.625
There exist shapes that are neither squares nor circles nor triangles.;∃x (Shape(x) ∧ ¬(Square(x) ∨ Circle(x) ∨ Triangle(x)));∃x (Shape(x) ∧ ¬Square(x) ∧ ¬Circle(x) ∧ ¬Triangle(x));0.6269641331921132;1.0
A key opens a lock, but it does not close it.;∀x∀y (Key(x) ∧ Lock(y) → (Opens(x, y) ∧ ¬Closes(x, y)));∀x (Key(x) → Lock(x) ∧ ¬Close(x));0.2179408518146082;0.5625
Rain occurs when clouds release water droplets.;∀x∀y (Cloud(x) ∧ ReleasesWaterDroplets(x) → Rain(y));∀x (Rain(x) → Clouds(x) ∧ ReleaseWaterDroplets(x));0.31161462297716236;0.5
Chemists study chemical reactions, while biologists examine living organisms.;∀x∀y (Chemist(x) → StudiesChemicalReactions(x)) ∧ (Biologist(y) → ExaminesLivingOrganisms(y));"∀x (Chemist(x) → ∃y (Study(x, y) ∧ ChemicalReaction(y)))
∀x (Biologist(x) → ∃y (Examine(x, y) ∧ LivingOrganism(y)))";0.24599238739025847;0.0
A liquid turns into a gas if it reaches its boiling point.;∀x (Liquid(x) ∧ ReachesBoilingPoint(x) → Gas(x));∀x (Liquid(x) ∧ BoilingPoint(x, y) → Gas(x));0.670929336882152;1.0
A smartphone is water-resistant if it has a protective casing and sealed ports.;∀x (Smartphone(x) ∧ ProtectiveCasing(x) ∧ SealedPorts(x) → WaterResistant(x));water_resistant(X) ∧ protective_casing(X) ∧ sealed_ports(X) → smartphone(X);0.0;1.0
A computer can have a desktop, laptop, or tablet form factor, but not more than one form factor.;∀x (Computer(x) → ((Desktop(x) ∧ ¬(Laptop(x) ∨ Tablet(x))) ∨ (Laptop(x) ∧ ¬(Desktop(x) ∨ Tablet(x))) ∨ (Tablet(x) ∧ ¬(Desktop(x) ∨ Laptop(x)))));∀x (Computer(x) → (∃y (Desktop(y) ∧ HasFormFactor(x, y)) ∨ ∃z (Laptop(z) ∧ HasFormFactor(x, z)) ∨ ∃w (Tablet(w) ∧ HasFormFactor(x, w))) ∧ ¬∃y (Desktop(y) ∧ ∃z (Laptop(z) ∧ HasFormFactor(x, y) ∧ HasFormFactor(x, z))) ∧ ¬∃y (Desktop(y) ∧ ∃w (Tablet(w) ∧ HasFormFactor(x, y) ∧ HasFormFactor(x, w))) ∧ ¬�;0.1952716086872124;0.0
A musical instrument is considered versatile if it can produce a wide range of tones and is suitable for various musical styles.;∀x (MusicalInstrument(x) ∧ Versatile(x) ↔ (ProducesWideRangeOfTones(x) ∧ SuitableForVariousMusicalStyles(x)));∀x (MusicalInstrument(x) → (WideRangeOfTones(x) ∧ SuitableForVariousStyles(x)));0.47035168281547934;0.625
A dancer performs on a stage.;∀x ∀y (Dancer(x) ∧ Stage(y) → PerformsOn(x, y));∃x ∃y (Dancer(x) ∧ Stage(y) ∧ Perform(x, y));0.6848075777090852;0.25
A planet orbits a star only when it has a stable elliptical path, and it is not a moon.;∀x ∀y (Planet(x) ∧ Star(y) ∧ StableEllipticalPath(x) ∧ ¬Moon(x) → Orbits(x, y));∀x (Planet(x) ∧ Star(y) → (Orbits(x, y) ↔ (∃z (EllipticalPath(z) ∧ Stable(z) ∧ Path(x, z)) ∧ ¬Moon(x))));0.4153509237206396;0.875
A material is considered elastic if it returns to its original shape after being stretched or compressed.;∀x (Material(x) ∧ ReturnsToOriginalShape(x) → Elastic(x));∀x (Elastic(x) ↔ (∀y (Stretched(x, y) → OriginalShape(x, y)) ∧ ∀z (Compressed(x, z) → OriginalShape(x, z))));0.10521736949996376;0.625
A bicycle has two wheels, a frame, and a seat, and can be used for transportation or exercise.;∀x (Bicycle(x) → (HasTwoWheels(x) ∧ HasFrame(x) ∧ HasSeat(x)) ∧ (UsedForTransportation(x) ∨ UsedForExercise(x)));∀x (Bicycle(x) → (TwoWheels(x) ∧ Frame(x) ∧ Seat(x) ∧ (Transportation(x) ∨ Exercise(x))));0.5677855459950424;0.875
Wearing a helmet reduces the risk of head injuries.;∀x (WearingHelmet(x) → ReducedRiskOfHeadInjuries(x));∀x (WearingHelmet(x) → ReducesRiskOfHeadInjuries(x));0.7611606003349892;1.0
Some chairs are not made of wood.;∃x (Chair(x) ∧ ¬MadeOfWood(x));∃x (Chair(x) ∧ ¬MadeOfWood(x));1.0;1.0
A musical instrument x produces a pleasant sound if it is well-tuned and played by a skilled musician y.;∀x ∀y (MusicalInstrument(x) ∧ Musician(y) ∧ WellTuned(x) ∧ SkilledMusician(y) → ProducesPleasantSound(x, y));∀x (MusicalInstrument(x) ∧ WellTuned(x) ∧ SkilledMusician(y) → PleasantSound(x, y));0.618401705147874;0.96875
Dolphins communicate with each other using sounds and body movements.;∀x∀y (Dolphin(x) ∧ Dolphin(y) → Communicates(x, y, SoundsAndBodyMovements));∀x (Dolphin(x) → (Exists y (Sound(y) ∧ BodyMovement(y) ∧ Communicate(x, y))));0.2821816645535053;0.0
A bird is classified as migratory if it travels long distances, has specific breeding and wintering grounds, and follows a seasonal pattern.;∀x (Bird(x) ∧ TravelsLongDistances(x) ∧ SpecificBreedingAndWinteringGrounds(x) ∧ SeasonalPattern(x) → Migratory(x));∀x (Bird(x) ∧ TravelLongDistances(x) ∧ HasSpecificBreedingGrounds(x) ∧ HasSpecificWinteringGrounds(x) ∧ FollowsSeasonalPattern(x) → Migratory(x));0.5862747330289522;0.984375
Volcanoes can be dormant, active, or extinct, depending on their current state of eruption activity.;∀x (Volcano(x) → (Dormant(x) ⊕ Active(x) ⊕ Extinct(x)));∀x (Volcano(x) → (Dormant(x) ∨ Active(x) ∨ Extinct(x)));0.7749224723289705;0.8125
A movie is not both silent and having a soundtrack.;∀x (Movie(x) → ¬(Silent(x) ∧ Soundtrack(x)));¬(Silent(X) ∧ HasSoundtrack(X));0.13935920359211684;0.875
A meal is satisfying if it's flavorful, has a variety of textures, and doesn't leave one feeling overly full or still hungry.;∀x (Meal(x) ∧ Satisfying(x) ↔ (Flavorful(x) ∧ VarietyOfTextures(x) ∧ ¬OverlyFull(x) ∧ ¬StillHungry(x)));satisfying(X) ∧ flavorful(X) ∧ variety_of_textures(X) ∧ ¬overly_full(X) ∧ ¬still_hungry(X) → meal(X);0.0;0.734375
A tree that grows in a desert environment and has deep roots is adapted to store water for extended periods of time.;∀x∀z (Tree(x) ∧ DesertEnvironment(z) ∧ GrowsIn(x, z) ∧ DeepRoots(x) → AdaptedToStoreWater(x));∀x (Tree(x) ∧ GrowsInDesert(x) ∧ DeepRoots(x) → AdaptedToStoreWaterForExtendedPeriods(x));0.4129659233982003;0.96875
A student passes a course when they attend regularly and score above the passing grade, or they may pass if they score exceptionally high on the final exam.;∀x (Student(x) ∧ Course(y) ∧ RegularAttendance(x, y) ∧ AbovePassingGrade(x, y) → Passes(x, y)) ∨ (Student(x) ∧ Course(y) ∧ ExceptionalFinalExamScore(x, y) → Passes(x, y));Pass(X) ∧ Student(X) → (RegularAttendance(X) ∧ AbovePassingGrade(X)) ∨ ExceptionalFinalExamScore(X);0.054689147140354485;0.890625
A vibrant community organizes engaging events, promotes inclusivity, and fosters a sense of belonging among its members.;∀x (Community(x) ∧ OrganizesEngagingEvents(x) ∧ PromotesInclusivity(x) ∧ FostersSenseOfBelonging(x) → Vibrant(x));∀x (VibrantCommunity(x) → (EngagingEvents(x) ∧ PromotesInclusivity(x) ∧ FostersBelonging(x)));0.5122862442521953;0.59375
A robust security system detects intrusions, sends alerts to property owners, and ensures the safety of occupants within a building.;∀x∀y∀z (SecuritySystem(x) ∧ Building(y) ∧ Occupant(z, y) ∧ DetectsIntrusions(x, y) ∧ SendsAlertsToPropertyOwners(x, y) ∧ EnsuresSafetyOfOccupants(x, z) → Robust(x));∀x (RobustSecuritySystem(x) → (DetectsIntrusions(x) ∧ SendsAlerts(x) ∧ EnsuresSafety(x)));0.11233913046784103;0.5703125
A dog that is trained to assist people with disabilities and has passed certification tests is a service dog.;∀x ((Dog(x) ∧ TrainedToAssistPeopleWithDisabilities(x) ∧ PassedCertificationTests(x)) → ServiceDog(x));∀x (ServiceDog(x) → (TrainedToAssist(x, PeopleWithDisabilities) ∧ PassedCertificationTests(x))) ∧ ∀x (TrainedToAssist(x, PeopleWithDisabilities) ∧ PassedCertificationTests(x) → ServiceDog(x));0.3519559370201677;0.0
A musical performance can be live and in-person, or it can be pre-recorded and streamed.;∀x (MusicalPerformance(x) → ((Live(x) ∧ InPerson(x)) ∨ (PreRecorded(x) ∧ Streamed(x))));∀x (MusicalPerformance(x) → (LiveInPerson(x) ∨ PreRecorded(x) ∧ Streamed(x)));0.5531340810206873;0.90625
Snow forms at freezing temperatures, while rain occurs at temperatures above freezing.;∀x (Snow(x) → FormsAtFreezingTemperatures(x)) ∧ ∀y (Rain(y) → OccursAtAboveFreezingTemperatures(y));∀x (freezing_temperature(x) → snow(x)) ∧ ∀y (above_freezing_temperature(y) → rain(y));0.6495958253289973;1.0
A device that stores and retrieves data and can be connected to a computer is a storage device.;∀x (Device(x) ∧ StoresData(x) ∧ RetrievesData(x) ∧ ConnectableToComputer(x) → StorageDevice(x));∀x (Device(x) ∧ DataStorage(x) ∧ ConnectableToComputer(x) → StorageDevice(x));0.7070489723045397;0.96875
A movie can be classified as either a comedy, drama, or action film.;∀x (Movie(x) → Comedy(x) ⊕ Drama(x) ⊕ Action(x));∀x (Movie(x) → (Comedy(x) ∨ Drama(x) ∨ Action(x)));0.6090291470054996;0.5625
A vehicle that can travel both on land and water is called an amphibious vehicle.;∀x (Vehicle(x) ∧ TravelsOnLand(x) ∧ TravelsOnWater(x) → AmphibiousVehicle(x));∀x (AmphibiousVehicle(x) → LandTravel(x) ∧ WaterTravel(x));0.40737303500287686;0.4375
A triangle is equilateral or isosceles, but not both.;∀x (Triangle(x) → (Equilateral(x) ⊕ Isosceles(x)));∀x (Triangle(x) → (Equilateral(x) ∨ Isosceles(x)) ∧ ¬(Equilateral(x) ∧ Isosceles(x)));0.5032370023805727;0.875
A device is a smartphone if it has a touchscreen interface, internet access, and can run applications for various purposes.;∀x (Smartphone(x) ↔ (Device(x) ∧ TouchscreenInterface(x) ∧ InternetAccess(x) ∧ RunsApplications(x)));∀x (Device(x) ∧ TouchscreenInterface(x) ∧ InternetAccess(x) ∧ RunApplications(x) → Smartphone(x));0.7145073300724933;0.53125
A ball is red or a cube is blue, but not both.;∃x ∃y (Ball(x) ∧ Cube(y) ∧ (Red(x) ∨ Blue(y)) ∧ ¬(Red(x) ∧ Blue(y)));(∃x (Ball(x) ∧ Red(x)) ∨ ∃y (Cube(y) ∧ Blue(y))) ∧ ¬ (∃x (Ball(x) ∧ Red(x)) ∧ ∃y (Cube(y) ∧ Blue(y)));0.46791200464738614;0.0
An animal that has feathers, lays eggs, and is warm-blooded is classified as a bird.;∀x (Animal(x) ∧ HasFeathers(x) ∧ LaysEggs(x) ∧ WarmBlooded(x) → Bird(x));∀x (Feathered(x) ∧ EggLayer(x) ∧ WarmBlooded(x) → Bird(x));0.6052423105306074;0.96875
A product is in high demand if it is innovative, well-advertised, and solves a common problem.;∀x (Product(x) ∧ Innovative(x) ∧ WellAdvertised(x) ∧ SolvesCommonProblem(x) → HighDemand(x));∀x (HighDemand(x) ↔ Innovative(x) ∧ WellAdvertised(x) ∧ SolvesCommonProblem(x));0.6434993439607255;0.15625
A train and a bus are both means of public transportation.;∀x∀y (Train(x) ∧ Bus(y) → (PublicTransportation(x) ∧ PublicTransportation(y)));∀x (Train(x) ∧ Bus(x) → PublicTransportation(x));0.3739193755445518;0.9375
A cake is sweet and is made from flour.;∀x (Cake(x) → (IsSweet(x) ∧ MadeFromFlour(x)));∀x (Cake(x) → Sweet(x) ∧ MadeFromFlour(x));0.7511573912724299;0.75
Sharks have cartilaginous skeletons, live in the ocean, and are carnivorous.;CartilaginousSkeleton(shark) ∧ OceanDweller(shark) ∧ Carnivorous(shark);∀x (Shark(x) → CartilaginousSkeleton(x) ∧ OceanInhabitant(x) ∧ Carnivorous(x));0.15786779061594974;0.9375
A smartphone facilitates communication and access to information, enabling users to stay connected and enhancing their productivity.;∀x (Smartphone(x) → (FacilitatesCommunication(x) ∧ AccessToInformation(x) ∧ EnablesConnectivity(x) ∧ EnhancesProductivity(x)));∀x (Smartphone(x) → FacilitatesCommunication(x) ∧ FacilitatesAccessToInformation(x) ∧ EnablesStayingConnected(x) ∧ EnhancesProductivity(x));0.6852031012627151;0.5625
